Geoid20,Adjacent_Geoids
370839308003013,"371270109001006, 371270109001008, 370839308003012, 371270109001004, 371270109001007, 371270109001005, 370839308003008, 370839308003014, 371270109001003, 370839308003004"
370839310001005,"370839310001007, 370839310001008, 370839310001003, 370839310001009, 370839310001004, 370839301004042, 370839310001010, 370839301004043"
371539710002016,"371539710002009, 371539710002018, 371539710002017, 371539710002012, 371539710002045, 371539710002048, 371539710002046, 371539710002008, 371539710002004, 371539710002003"
370839309022045,"370839309022047, 370839309022046, 370839309022044, 370839309022043, 370839309022000, 370839309022001"
370839307022045,"370839307022044, 370839307023011, 370839307023000, 370839307022040, 370839307022037, 370839307022039, 371859501021039, 371859501021040, 371859501021033, 371859501021032"
370839304002032,"370839304002031, 370839304002034, 370839304002033, 370839304002030"
370839311024001,"370839311024000, 370839311024015, 370839311024002"
370839308002023,"370839308002010, 370839308002011, 370839308002009, 370839308002022, 370839308002003"
370839311024000,"370839311022010, 370159603002010, 370839311022014, 370839311024015, 370839311024001, 370839311024002, 370839311022016, 370839311022009"
370839304001012,"370839304001018, 370839304001013, 370839304001010, 370839304001011, 370839304002031"
370839309022006,"370839309022036, 370839309021028, 370839309022005, 370839309022026, 370839309022025, 370839309022007"
371419202022034,"371419202022028, 371419202021000, 371419202022036, 371419202022035, 371419202031026"
370839306001052,"370839306001059, 370839306001058, 370839306001053, 370839306001051, 370839310001057, 370839310001019, 370839306001038"
370839308004042,"370839308004048, 370839308004049, 370839308004050, 370839308004043, 370839308004041, 370839309024012, 370839309024011"
370839311024071,"370839311023052, 370839311023045, 370839311024070, 370839311023043"
370839305032003,"370839305032005, 370839305032006, 370839305032007, 370839305032004, 370839307022001, 370839307022000, 370839305032001, 370839305032000"
370839309024009,"370839308004039, 370839308004019, 370839308004021, 370839309024010, 370839309024006, 370839309024008, 370839309024005, 370839309011046, 370839308004001, 370839308004002"
370850705001022,"370850705001028, 370850705001027, 370850705001017, 370850705001021, 370850705001023, 370850704011026, 370850704011056"
370839311011013,"370839311011014, 370839311011003, 370839311011012, 370839310003029"
370839304001029,"370839304001030, 370839304001004, 370839304001028, 370839304001027, 370839304001005"
370839303001035,"370839303003006, 370839303003005, 370839303003004, 370839303003003, 370839303001034, 370839303001036, 370839303001014, 370839303001013, 370839303001018"
370839302001014,"370839302001018, 370839302001017, 370839302001016, 370839302001013, 370839302001015, 370839302001010, 370839302001009, 370839302001008"
370839309022048,"370839309022028, 370839309022023, 370839309022024, 370839309022029"
370839307022049,"370839307011004, 370839307011003, 370839307011002, 370839307022047, 370839307022033, 370839307022053, 370839307022050"
371010413021016,"371010413021015, 371010413021014, 371010413021013, 371010413021012, 371010413021025, 371010413021017"
370850704011041,370850704011039
370850705001014,"370850705001013, 370850705002011, 370850705002010, 370850705001000"
370839308001000,"370839308001004, 370839307011031, 370839308001005, 370839308001001, 370839308001002, 370839307011024, 370839307011018"
370839301001028,"370839301001029, 370839301001023"
370839307023045,"370839307023034, 370839307023029, 370839307023021, 370839307023022, 370839307023023"
370839303004002,"370839303004018, 370839303004019, 370839303004003, 370839303004001, 370839303003022, 370839303003023, 370839303003021, 370839303003006"
370839311023031,"370839311023035, 370839311023033, 370839311023034, 370839311023029, 370839311023027, 370839311023030, 370839311023024, 370839311023026"
370839306001055,"370839306002005, 370839306002007, 370839306002006, 370839306001054, 370839306002004, 370839306001048, 370839306001050"
370839304002005,"370839303005025, 370839304002006, 370839303005026, 370839304002004, 370839303005000, 370839304002011, 370839304002010"
370839306001044,"370839306001048, 370839306001045, 370839306001043, 370839306001022, 370839306001021"
370839301002028,"370839301002023, 370839301002029, 370839301002026, 370839301002019, 370839301002027, 370839301002017, 370839301002016"
370839303003008,"370839303002015, 370839303004000, 370839303004001, 370839303002006, 370839303003006, 370839303002005, 370839303003007"
370839309012013,"370839309012012, 370839309012014, 370839309012023, 370839309012015, 370839309012009"
371619601011000,"371619601011024, 371619601011012, 371619601011028, 371619601011027, 371619601011014, 371619601011009, 371619601011001, 371619601011013, 371619601011007, 371619601011010, 371619601021003, 371619601021002, 371619601011008, 371619601011003, 371619601011006, 371619601011002, 371619601011021, 371619601011018, 371619601011087, 370230213022024, 370230213022023, 370230213022022, 370230213022016, 370230213022015, 371619601011005, 371619601011004, 371619601011011, 370230213022021, 370230213022014, 370230213022013, 370230213022020, 370230213022017"
370839309021000,"370839311023000, 370839311023001, 370839309021031, 370839309021001, 370839309021002, 370839310003034, 370839311012000, 370839309021032, 370839309021029, 370839310003033, 370839310003024, 370839310003022, 370839310001049"
370839306001059,"370839306001060, 370839306001061, 370839306001063, 370839306001057, 370839306001058, 370839306001053, 370839306001052"
370839305011013,"370839305011012, 370839305031023"
370839304001004,"370839304001003, 370839304001047, 370839304001030, 370839304001029, 370839302004026, 370839304001005, 370839304003022"
370839306004005,"370839306004004, 370839306004011, 370839306004000"
370839310003009,"370839310003010, 371319203032022, 371319203032023, 370839310003007, 370839310003000, 370839310002000"
370839311011001,"370839311022020, 370839311022018, 370839311022004, 370839311022002, 370839311022001, 370839311011000, 370839311011018, 370839311011019, 370839311011003, 370839311011002, 370839310003025, 370839310003031, 370839310003032, 370839310003012"
370839305031008,"370839305031023, 370839305031022, 370839305031029, 370839305031009, 370839305031007, 370839305031002, 370839305031024"
370839308002020,"370839308003001, 370839308003000, 370839308002019, 370839308004059, 370839308002021, 370839308004014, 370839308004003, 370839308004004"
370839310001013,"370839310001014, 370839310001055, 370839310001007, 370839310001008, 370839310001011, 370839310001056"
370839311023033,"370839311023035, 370839311023048, 370839311023034, 370839311023031, 370839311023028, 370839311023030"
370839309012007,"370839309021010, 370839309012018, 370839309012010, 370839309012008, 370839309012005, 370839309021009, 370839309011032, 370839309021008, 370839309011028, 370839309011033"
370839302003011,"370839302003013, 370839302003012, 370839302003009, 370839302003000, 370839302003010, 370839302003001, 370839302003002, 370839302003003"
370839306004008,"370839306004007, 370839306004006, 370839306003025, 370839306004000, 370839306003017, 370839306003018"
370839308002014,"370839308002012, 370839308002000, 370839308002015, 370839308001046, 370839308004059, 370839308001036"
370839310003032,"370839311022002, 370839311022001, 370839311011000, 370839311022000, 371319202021012, 370839311011001, 370839310003031, 370839310003030, 370839310003010, 371319203032022"
370839301003019,"370839301003008, 370839301003009, 370839301003018, 370839301003017, 370839301003013"
370839306001014,"370839306001018, 370839306001017, 370839306001016, 370839306001019, 370839306001013, 370839307011029, 370839306001015, 370839307011021"
370839311024011,"370839311023022, 370839311023021, 370839311024009, 370839311023018"
370839309011001,"370839309011002, 370839309011003, 370839309011004, 370839309011000, 370839309011050, 370839310001027, 370839310001023"
370839309024028,"370839309024042, 370839309024021, 370839309024043, 370839309024044, 370839309024045, 370839309023013, 370839309024022, 370839309024029, 370839309023014, 370839309024031, 370839309024030, 370839309023005"
370839307021034,"370839307022035, 370839307022034, 370839307021033, 370839307022037"
370839309024008,"370839309024006, 370839309024007, 370839309024009, 370839309024005"
370839308002018,"370839308002017, 370839308002024, 370839308002012, 370839308002010, 370839308003000, 370839308002019"
370839306003014,"370839306003015, 370839301004018, 370839304001044, 370839306003016, 370839306003023, 370839306003024, 370839306003017, 370839301004016, 370839301004019, 370839306003009, 370839306003010, 370839306003013"
370839301002014,"370839301002026, 370839301002013, 370839301002033, 370839301002027, 370839301002010, 370839301002016, 370839301002015"
370839305042008,"370839305042009, 370839305042019, 370839305042006"
370839305013024,"370839305013023, 370839305013006, 370839305013004, 370839305013002"
370839307022026,"370839305032015, 370839305032016, 370839307022024"
370839304003007,"370839304003011, 370839304003010, 370839304003009, 370839304003012, 370839304002015, 370839304003008, 370839304003003, 370839304002009"
371759604011067,"371759604041006, 371759604041003, 371759604041004, 371759604011075, 371759604011068, 371759604011066, 371759604011065"
371910015001033,"371910015001026, 371910015001034, 371910015001027, 371910015001039, 371910015001032, 371910015001025"
370839307011012,"370839307011016, 370839308001011, 370839308001012, 370839307011032, 370839307011011, 370839307011014, 370839307011013, 370839308001010, 370839307011017, 370839307011015, 370839307023039, 370839307023040"
370839310003025,"370839311011003, 370839311011001, 370839311011002, 370839310003026, 370839310003012"
370839301001049,"370839301001017, 370839301002010, 370839301002009, 370839301001050, 370839301002001, 370839301001048, 370839301001045"
370839311023000,"370839311023006, 370839311023005, 370839311023007, 370839311012006, 370839311023001, 370839311012000, 370839309021032, 370839309021029, 370839309021000"
370839307021028,"370839307021036, 370839307021037, 370839307021035, 370839307021026, 370839307021001, 370839307021002, 370839307021000"
370839311021023,"370839311021033, 370839311021034, 370839311021024, 370839311021022, 370839311021017, 370839311021018, 370839311021019"
370839307021023,"370839307021022, 370839307021003, 370839307021008, 370839307021006"
370839310001008,"370839310001055, 370839310001013, 370839310001007, 370839310001011, 370839310001009, 370839310001005"
370839303001013,"370839303003002, 370839303001033, 370839303003003, 370839303001034, 370839303001035, 370839303001012, 370839303003000, 370839303001016, 370839303001014, 370839303001018, 370839303001021, 370839303001006, 370839303001015, 370839303001019, 370839303001020, 370839303001017, 370839303001003, 370839303001004, 370839303001002"
370839307022033,"370839307022049, 370839307022047, 370839307022032, 370839307021038, 370839307022050, 370839307022051, 370839307022034, 370839307022027"
